time	i_C	u_C	i_D	u_D	i_L	u_L
1e-05	1.	-1.	1.	0.	1.	1.
0.01001	1.00994982639	-0.989950174584	1.00994982639	0.	1.00994982639	0.989950174584
0.02001	1.01979866356	-0.97980135023	1.01979866356	0.	1.01979866356	0.97980135023
0.03001	1.02954552593	-0.969554543026	1.02954552593	0.	1.02954552593	0.969554543026
0.04001	1.0391894339	-0.959210782152	1.0391894339	0.	1.0391894339	0.959210782152
0.05001	1.0487294235	-0.948771101435	1.0487294235	0.	1.0487294235	0.948771101435
0.06001	1.05816454092	-0.938236544368	1.05816454092	0.	1.05816454092	0.938236544368
0.07001	1.06749384235	-0.927608163884	1.06749384235	0.	1.06749384235	0.927608163884
0.08001	1.07671639487	-0.916887023014	1.07671639487	0.	1.07671639487	0.916887023014
0.09001	1.08583127661	-0.906074194394	1.08583127661	0.	1.08583127661	0.906074194394
0.10001	1.09483757641	-0.895170759521	1.09483757641	0.	1.09483757641	0.895170759521
0.11001	1.1037343936	-0.884177808494	1.1037343936	0.	1.1037343936	0.884177808494
0.12001	1.11252083824	-0.873096440232	1.11252083824	0.	1.11252083824	0.873096440232
0.13001	1.1211960317	-0.861927762747	1.1211960317	0.	1.1211960317	0.861927762747
0.14001	1.12975910685	-0.850672893262	1.12975910685	0.	1.12975910685	0.850672893262
0.15001	1.13820920731	-0.839332957258	1.13820920731	0.	1.13820920731	0.839332957258
0.16001	1.14654548749	-0.827909088451	1.14654548749	0.	1.14654548749	0.827909088451
0.17001	1.15476711405	-0.816402429288	1.15476711405	0.	1.15476711405	0.816402429288
0.18001	1.16287326488	-0.804814130513	1.16287326488	0.	1.16287326488	0.804814130513
0.19001	1.17086312936	-0.79314535081	1.17086312936	0.	1.17086312936	0.79314535081
0.20001	1.17873590832	-0.781397257316	1.17873590832	0.	1.17873590832	0.781397257316
0.21001	1.18649081475	-0.769571024567	1.18649081475	0.	1.18649081475	0.769571024566
0.22001	1.19412707301	-0.757667835456	1.19412707301	0.	1.19412707301	0.757667835456
0.23001	1.20164391959	-0.745688880077	1.20164391959	0.	1.20164391959	0.745688880077
0.24001	1.2090406027	-0.733635356538	1.2090406027	0.	1.2090406027	0.733635356538
0.25001	1.21631638281	-0.72150846999	1.21631638281	0.	1.21631638281	0.72150846999
0.26001	1.22347053221	-0.709309433346	1.22347053221	0.	1.22347053221	0.709309433346
0.27001	1.23050233549	-0.697039466475	1.23050233549	0.	1.23050233549	0.697039466475
0.28001	1.23741108945	-0.68469979641	1.23741108945	0.	1.23741108945	0.68469979641
