time	x	y	vx	vy	ax	ay	t
1.76745699018	-4.12798947097	-5.78803276308	-9.45457454692	-8.11092818767	0.	-9.81	0.53
1.77745699018	-4.22253521644	-5.86963254496	-9.45457454692	-8.20902818767	0.	-9.81	0.54
1.78745699018	-4.31708096191	-5.95221332684	-9.45457454692	-8.30712818767	0.	-9.81	0.55
1.79745699018	-4.41162670738	-6.03577510871	-9.45457454692	-8.40522818767	0.	-9.81	0.56
1.80745699018	-4.50617245285	-6.12031789059	-9.45457454692	-8.50332818767	0.	-9.81	0.57
1.81745699018	-4.60071819832	-6.20584167247	-9.45457454692	-8.60142818767	0.	-9.81	0.58
1.82745699018	-4.69526394379	-6.29234645435	-9.45457454692	-8.69952818767	0.	-9.81	0.59
1.83745699018	-4.78980968926	-6.37983223623	-9.45457454692	-8.79762818767	0.	-9.81	0.6
1.84745699018	-4.88435543473	-6.46829901811	-9.45457454692	-8.89572818767	0.	-9.81	0.61
1.85745699018	-4.9789011802	-6.55774679999	-9.45457454692	-8.99382818767	0.	-9.81	0.62
1.86745699018	-5.07344692567	-6.64817558186	-9.45457454692	-9.09192818767	0.	-9.81	0.63
1.87745699018	-5.16799267114	-6.73958536374	-9.45457454692	-9.19002818767	0.	-9.81	0.64
1.88745699018	-5.2625384166	-6.83197614562	-9.45457454692	-9.28812818767	0.	-9.81	0.65
1.89745699018	-5.35708416207	-6.9253479275	-9.45457454692	-9.38622818767	0.	-9.81	0.66
1.90745699018	-5.45162990754	-7.01970070938	-9.45457454692	-9.48432818767	0.	-9.81	0.67
1.91745699018	-5.54617565301	-7.11503449126	-9.45457454692	-9.58242818767	0.	-9.81	0.68
1.92745699018	-5.64072139848	-7.21134927314	-9.45457454692	-9.68052818767	0.	-9.81	0.69
1.93745699018	-5.73526714395	-7.30864505502	-9.45457454692	-9.77862818767	0.	-9.81	0.7
1.94745699018	-5.82981288942	-7.4069218369	-9.45457454692	-9.87672818767	0.	-9.81	0.71
1.95745699018	-5.92435863489	-7.50617961878	-9.45457454692	-9.97482818767	0.	-9.81	0.72
1.96745699018	-6.01890438036	-7.60641840066	-9.45457454692	-10.0729281877	0.	-9.81	0.73
1.97745699018	-6.11345012583	-7.70763818254	-9.45457454692	-10.1710281877	0.	-9.81	0.74
1.98745699018	-6.2079958713	-7.80983896442	-9.45457454692	-10.2691281877	0.	-9.81	0.75
1.99745699018	-6.30254161677	-7.9130207463	-9.45457454692	-10.3672281877	0.	-9.81	0.76
2.00745699018	-6.39708736224	-8.01718352817	-9.45457454692	-10.4653281877	0.	-9.81	0.77
2.01745699018	-6.4916331077	-8.12232731005	-9.45457454692	-10.5634281877	0.	-9.81	0.78
2.02745699018	-6.58617885317	-8.22845209193	-9.45457454692	-10.6615281877	0.	-9.81	0.79
2.03745699018	-6.68072459864	-8.33555787381	-9.45457454692	-10.7596281877	0.	-9.81	0.8
2.04745699018	-6.77527034411	-8.44364465569	-9.45457454692	-10.8577281877	0.	-9.81	0.81
2.05745699018	-6.86981608958	-8.55271243757	-9.45457454692	-10.9558281877	0.	-9.81	0.82
2.06745699018	-6.96436183505	-8.66276121945	-9.45457454692	-11.0539281877	0.	-9.81	0.83
2.07745699018	-7.05890758052	-8.77379100133	-9.45457454692	-11.1520281877	0.	-9.81	0.84
2.08745699018	-7.15345332599	-8.88580178321	-9.45457454692	-11.2501281877	0.	-9.81	0.85
2.09745699018	-7.24799907146	-8.99879356508	-9.45457454692	-11.3482281877	0.	-9.81	0.86
2.10745699018	-7.34254481693	-9.11276634696	-9.45457454692	-11.4463281877	0.	-9.81	0.87
2.11745699018	-7.4370905624	-9.22772012884	-9.45457454692	-11.5444281877	0.	-9.81	0.88
2.12745699018	-7.53163630787	-9.34365491072	-9.45457454692	-11.6425281877	0.	-9.81	0.89
2.13745699018	-7.62618205333	-9.4605706926	-9.45457454692	-11.7406281877	0.	-9.81	0.9
2.14745699018	-7.7207277988	-9.57846747448	-9.45457454692	-11.8387281877	0.	-9.81	0.91
2.15745699018	-7.81527354427	-9.69734525636	-9.45457454692	-11.9368281877	0.	-9.81	0.92
2.16745699018	-7.90981928974	-9.81720403823	-9.45457454692	-12.0349281877	0.	-9.81	0.93
2.17745699018	-8.00436503521	-9.93804382011	-9.45457454692	-12.1330281877	0.	-9.81	0.94
2.18745699018	-8.09891078068	-10.059864602	-9.45457454692	-12.2311281877	0.	-9.81	0.95
2.19745699018	-8.19345652615	-10.1826663839	-9.45457454692	-12.3292281877	0.	-9.81	0.96
2.20745699018	-8.28800227162	-10.3064491657	-9.45457454692	-12.4273281877	0.	-9.81	0.97
2.21745699018	-8.38254801709	-10.4312129476	-9.45457454692	-12.5254281877	0.	-9.81	0.98
2.22745699018	-8.47709376256	-10.5569577295	-9.45457454692	-12.6235281877	0.	-9.81	0.99
2.23745699018	-8.57163950803	-10.6836835114	-9.45457454692	-12.7216281877	0.	-9.81	1.
2.24745699018	-8.6661852535	-10.8113902933	-9.45457454692	-12.8197281877	0.	-9.81	1.01
2.25745699018	-8.76073099897	-10.9400780751	-9.45457454692	-12.9178281877	0.	-9.81	1.02
2.26745699018	-8.85527674443	-11.069746857	-9.45457454692	-13.0159281877	0.	-9.81	1.03
2.27745699018	-8.9498224899	-11.2003966389	-9.45457454692	-13.1140281877	0.	-9.81	1.04
2.28745699018	-9.04436823537	-11.3320274208	-9.45457454692	-13.2121281877	0.	-9.81	1.05
2.29745699018	-9.13891398084	-11.4646392027	-9.45457454692	-13.3102281877	0.	-9.81	1.06
2.30745699018	-9.23345972631	-11.5982319845	-9.45457454692	-13.4083281877	0.	-9.81	1.07
2.31745699018	-9.32800547178	-11.7328057664	-9.45457454692	-13.5064281877	0.	-9.81	1.08
2.32745699018	-9.42255121725	-11.8683605483	-9.45457454692	-13.6045281877	0.	-9.81	1.09
2.33745699018	-9.51709696272	-12.0048963302	-9.45457454692	-13.7026281877	0.	-9.81	1.1
2.34745699018	-9.61164270819	-12.142413112	-9.45457454692	-13.8007281877	0.	-9.81	1.11
2.35745699018	-9.70618845366	-12.2809108939	-9.45457454692	-13.8988281877	0.	-9.81	1.12
2.36745699018	-9.80073419913	-12.4203896758	-9.45457454692	-13.9969281877	0.	-9.81	1.13
2.37745699018	-9.8952799446	-12.5608494577	-9.45457454692	-14.0950281877	0.	-9.81	1.14
